round,TP,FN,FP,TN,TPR_round,FPR_round
1,0,0,0,20,nan,0.0
2,0,0,0,20,nan,0.0
3,0,0,0,20,nan,0.0
4,0,0,5,15,nan,0.25
5,0,0,3,17,nan,0.15
6,0,0,9,11,nan,0.45
7,0,0,11,9,nan,0.55
8,0,0,11,9,nan,0.55
9,0,0,19,1,nan,0.95
10,0,0,2,18,nan,0.1
11,0,0,6,14,nan,0.3
12,0,0,0,20,nan,0.0
13,0,0,15,5,nan,0.75
14,0,0,5,15,nan,0.25
15,0,0,13,7,nan,0.65
16,0,0,17,3,nan,0.85
17,0,0,4,16,nan,0.2
18,0,0,16,4,nan,0.8
19,0,0,13,7,nan,0.65
20,0,0,18,2,nan,0.9
21,0,0,12,8,nan,0.6
22,0,0,0,20,nan,0.0
23,0,0,14,6,nan,0.7
24,0,0,15,5,nan,0.75
25,0,0,13,7,nan,0.65
26,0,0,13,7,nan,0.65
27,0,0,14,6,nan,0.7
28,0,0,18,2,nan,0.9
29,0,0,17,3,nan,0.85
30,0,0,14,6,nan,0.7
31,0,0,12,8,nan,0.6
32,0,0,16,4,nan,0.8
33,0,0,14,6,nan,0.7
34,0,0,15,5,nan,0.75
35,0,0,16,4,nan,0.8
36,0,0,16,4,nan,0.8
37,0,0,14,6,nan,0.7
38,0,0,12,8,nan,0.6
39,0,0,15,5,nan,0.75
40,0,0,16,4,nan,0.8
41,0,0,17,3,nan,0.85
42,0,0,17,3,nan,0.85
43,0,0,19,1,nan,0.95
44,0,0,6,14,nan,0.3
45,0,0,15,5,nan,0.75
46,0,0,18,2,nan,0.9
47,0,0,15,5,nan,0.75
48,0,0,18,2,nan,0.9
49,0,0,17,3,nan,0.85
50,0,0,15,5,nan,0.75
51,0,0,15,5,nan,0.75
52,0,0,0,20,nan,0.0
53,0,0,14,6,nan,0.7
54,0,0,14,6,nan,0.7
55,0,0,19,1,nan,0.95
56,0,0,1,19,nan,0.05
57,0,0,6,14,nan,0.3
58,0,0,16,4,nan,0.8
59,0,0,19,1,nan,0.95
60,0,0,4,16,nan,0.2
61,0,0,11,9,nan,0.55
62,0,0,19,1,nan,0.95
63,0,0,7,13,nan,0.35
64,0,0,13,7,nan,0.65
65,0,0,19,1,nan,0.95
66,0,0,6,14,nan,0.3
67,0,0,12,8,nan,0.6
68,0,0,17,3,nan,0.85
69,0,0,18,2,nan,0.9
70,0,0,5,15,nan,0.25
71,0,0,15,5,nan,0.75
72,0,0,19,1,nan,0.95
73,0,0,12,8,nan,0.6
74,0,0,17,3,nan,0.85
75,0,0,16,4,nan,0.8
76,0,0,16,4,nan,0.8
77,0,0,18,2,nan,0.9
78,0,0,18,2,nan,0.9
79,0,0,13,7,nan,0.65
80,0,0,16,4,nan,0.8
81,0,0,0,20,nan,0.0
82,0,0,12,8,nan,0.6
83,0,0,13,7,nan,0.65
84,0,0,17,3,nan,0.85
85,0,0,11,9,nan,0.55
86,0,0,16,4,nan,0.8
87,0,0,15,5,nan,0.75
88,0,0,15,5,nan,0.75
89,0,0,17,3,nan,0.85
90,0,0,13,7,nan,0.65
91,0,0,11,9,nan,0.55
92,0,0,14,6,nan,0.7
93,0,0,14,6,nan,0.7
94,0,0,17,3,nan,0.85
95,0,0,15,5,nan,0.75
96,0,0,12,8,nan,0.6
97,0,0,16,4,nan,0.8
98,0,0,16,4,nan,0.8
99,0,0,18,2,nan,0.9
100,0,0,7,13,nan,0.35
101,0,0,18,2,nan,0.9
102,0,0,15,5,nan,0.75
103,0,0,15,5,nan,0.75
104,0,0,13,7,nan,0.65
105,0,0,14,6,nan,0.7
106,0,0,17,3,nan,0.85
107,0,0,16,4,nan,0.8
108,0,0,16,4,nan,0.8
109,0,0,16,4,nan,0.8
110,0,0,18,2,nan,0.9
111,0,0,19,1,nan,0.95
112,0,0,5,15,nan,0.25
113,0,0,15,5,nan,0.75
114,0,0,17,3,nan,0.85
115,0,0,13,7,nan,0.65
116,0,0,16,4,nan,0.8
117,0,0,15,5,nan,0.75
118,0,0,18,2,nan,0.9
119,0,0,15,5,nan,0.75
120,0,2,0,18,0.0,0.0
121,1,0,17,2,1.0,0.8947368421052632
122,3,0,4,13,1.0,0.23529411764705882
123,2,0,12,6,1.0,0.6666666666666666
124,4,0,7,9,1.0,0.4375
125,2,0,14,4,1.0,0.7777777777777778
126,2,0,9,9,1.0,0.5
127,2,0,12,6,1.0,0.6666666666666666
128,1,0,12,7,1.0,0.631578947368421
129,2,0,13,5,1.0,0.7222222222222222
130,1,0,12,7,1.0,0.631578947368421
131,2,0,10,8,1.0,0.5555555555555556
132,4,0,10,6,1.0,0.625
133,1,0,15,4,1.0,0.7894736842105263
134,2,0,15,3,1.0,0.8333333333333334
135,2,0,12,6,1.0,0.6666666666666666
136,3,0,14,3,1.0,0.8235294117647058
137,3,0,11,6,1.0,0.6470588235294118
138,2,0,16,2,1.0,0.8888888888888888
139,2,0,9,9,1.0,0.5
140,4,0,12,4,1.0,0.75
141,4,0,11,5,1.0,0.6875
142,3,0,10,7,1.0,0.5882352941176471
143,3,0,15,2,1.0,0.8823529411764706
144,4,0,10,6,1.0,0.625
145,3,0,12,5,1.0,0.7058823529411765
146,1,0,15,4,1.0,0.7894736842105263
147,1,0,15,4,1.0,0.7894736842105263
148,4,0,13,3,1.0,0.8125
149,1,0,14,5,1.0,0.7368421052631579
150,3,0,16,1,1.0,0.9411764705882353
151,2,0,8,10,1.0,0.4444444444444444
152,0,0,16,4,nan,0.8
153,5,0,12,3,1.0,0.8
154,2,0,14,4,1.0,0.7777777777777778
155,2,0,15,3,1.0,0.8333333333333334
156,3,0,15,2,1.0,0.8823529411764706
157,2,0,14,4,1.0,0.7777777777777778
158,0,1,0,19,0.0,0.0
159,2,0,6,12,1.0,0.3333333333333333
160,1,0,8,11,1.0,0.42105263157894735
161,2,0,11,7,1.0,0.6111111111111112
162,3,0,8,9,1.0,0.47058823529411764
163,2,0,9,9,1.0,0.5
164,4,0,8,8,1.0,0.5
165,4,0,8,8,1.0,0.5
166,3,0,11,6,1.0,0.6470588235294118
167,2,0,9,9,1.0,0.5
168,1,0,11,8,1.0,0.5789473684210527
169,4,0,9,7,1.0,0.5625
170,2,0,13,5,1.0,0.7222222222222222
171,0,0,12,8,nan,0.6
172,0,0,7,13,nan,0.35
173,0,0,13,7,nan,0.65
174,0,0,12,8,nan,0.6
175,0,0,14,6,nan,0.7
176,0,0,15,5,nan,0.75
177,0,0,12,8,nan,0.6
178,0,0,13,7,nan,0.65
179,0,0,15,5,nan,0.75
180,0,0,13,7,nan,0.65
181,0,0,15,5,nan,0.75
182,0,0,13,7,nan,0.65
183,0,0,15,5,nan,0.75
184,0,0,12,8,nan,0.6
185,0,0,14,6,nan,0.7
186,0,0,12,8,nan,0.6
187,0,0,14,6,nan,0.7
188,0,0,16,4,nan,0.8
189,0,0,16,4,nan,0.8
190,0,0,14,6,nan,0.7
191,0,0,13,7,nan,0.65
192,0,0,16,4,nan,0.8
193,0,0,17,3,nan,0.85
