round,TP,FN,FP,TN,TPR_round,FPR_round
1,0,0,0,20,nan,0.0
2,0,0,0,20,nan,0.0
3,0,0,0,20,nan,0.0
4,0,0,5,15,nan,0.25
5,0,0,3,17,nan,0.15
6,0,0,8,12,nan,0.4
7,0,0,11,9,nan,0.55
8,0,0,13,7,nan,0.65
9,0,0,19,1,nan,0.95
10,0,0,4,16,nan,0.2
11,0,0,12,8,nan,0.6
12,0,0,18,2,nan,0.9
13,0,0,19,1,nan,0.95
14,0,0,4,16,nan,0.2
15,0,0,8,12,nan,0.4
16,0,0,0,20,nan,0.0
17,0,0,13,7,nan,0.65
18,0,0,15,5,nan,0.75
19,0,0,12,8,nan,0.6
20,0,0,6,14,nan,0.3
21,0,0,17,3,nan,0.85
22,0,0,10,10,nan,0.5
23,0,0,15,5,nan,0.75
24,0,0,19,1,nan,0.95
25,0,0,5,15,nan,0.25
26,0,0,13,7,nan,0.65
27,0,0,19,1,nan,0.95
28,0,0,9,11,nan,0.45
29,0,0,16,4,nan,0.8
30,0,0,19,1,nan,0.95
31,0,0,5,15,nan,0.25
32,0,0,13,7,nan,0.65
33,0,0,0,20,nan,0.0
34,0,0,10,10,nan,0.5
35,0,0,13,7,nan,0.65
36,0,0,15,5,nan,0.75
37,0,0,9,11,nan,0.45
38,0,0,15,5,nan,0.75
39,0,0,6,14,nan,0.3
40,0,0,13,7,nan,0.65
41,0,0,18,2,nan,0.9
42,0,0,14,6,nan,0.7
43,0,0,14,6,nan,0.7
44,0,0,17,3,nan,0.85
45,0,0,17,3,nan,0.85
46,0,0,4,16,nan,0.2
47,0,0,13,7,nan,0.65
48,0,0,17,3,nan,0.85
49,0,0,12,8,nan,0.6
50,0,0,18,2,nan,0.9
51,0,0,13,7,nan,0.65
52,0,0,11,9,nan,0.55
53,0,0,16,4,nan,0.8
54,0,0,15,5,nan,0.75
55,0,0,17,3,nan,0.85
56,0,0,15,5,nan,0.75
57,0,0,15,5,nan,0.75
58,0,0,16,4,nan,0.8
59,0,0,16,4,nan,0.8
60,0,0,18,2,nan,0.9
61,0,0,13,7,nan,0.65
62,0,0,15,5,nan,0.75
63,0,0,18,2,nan,0.9
64,0,0,0,20,nan,0.0
65,0,0,13,7,nan,0.65
66,0,0,12,8,nan,0.6
67,0,0,14,6,nan,0.7
68,0,0,15,5,nan,0.75
69,0,0,18,2,nan,0.9
70,0,0,11,9,nan,0.55
71,0,0,14,6,nan,0.7
72,0,0,18,2,nan,0.9
73,0,0,11,9,nan,0.55
74,0,0,18,2,nan,0.9
75,0,0,11,9,nan,0.55
76,0,0,18,2,nan,0.9
77,0,0,9,11,nan,0.45
78,0,0,17,3,nan,0.85
79,0,0,17,3,nan,0.85
80,0,0,12,8,nan,0.6
81,0,0,18,2,nan,0.9
82,0,0,12,8,nan,0.6
83,0,0,17,3,nan,0.85
84,0,0,19,1,nan,0.95
85,0,0,11,9,nan,0.55
86,0,0,11,9,nan,0.55
87,0,0,19,1,nan,0.95
88,0,0,10,10,nan,0.5
89,0,0,14,6,nan,0.7
90,0,0,16,4,nan,0.8
91,0,0,15,5,nan,0.75
92,0,0,19,1,nan,0.95
93,0,0,7,13,nan,0.35
94,0,0,16,4,nan,0.8
95,0,0,17,3,nan,0.85
96,0,0,15,5,nan,0.75
97,0,0,19,1,nan,0.95
98,0,0,17,3,nan,0.85
99,0,0,15,5,nan,0.75
100,0,0,16,4,nan,0.8
101,0,0,17,3,nan,0.85
102,0,0,16,4,nan,0.8
103,0,0,15,5,nan,0.75
104,0,0,18,2,nan,0.9
105,0,0,19,1,nan,0.95
106,0,0,11,9,nan,0.55
107,0,0,19,1,nan,0.95
108,0,0,15,5,nan,0.75
109,0,0,17,3,nan,0.85
110,0,0,14,6,nan,0.7
111,0,0,19,1,nan,0.95
112,0,0,13,7,nan,0.65
113,0,0,17,3,nan,0.85
114,0,0,19,1,nan,0.95
115,0,0,16,4,nan,0.8
116,0,0,18,2,nan,0.9
117,0,0,17,3,nan,0.85
118,0,0,18,2,nan,0.9
119,0,0,17,3,nan,0.85
120,1,1,16,2,0.5,0.8888888888888888
121,1,0,15,4,1.0,0.7894736842105263
122,6,0,12,2,1.0,0.8571428571428571
123,4,0,15,1,1.0,0.9375
124,3,0,7,10,1.0,0.4117647058823529
125,1,0,18,1,1.0,0.9473684210526315
126,3,0,11,6,1.0,0.6470588235294118
127,2,0,17,1,1.0,0.9444444444444444
128,0,0,15,5,nan,0.75
129,0,2,0,18,0.0,0.0
130,4,0,12,4,1.0,0.75
131,1,0,9,10,1.0,0.47368421052631576
132,2,0,11,7,1.0,0.6111111111111112
133,4,0,10,6,1.0,0.625
134,3,0,13,4,1.0,0.7647058823529411
135,2,0,11,7,1.0,0.6111111111111112
136,2,0,16,2,1.0,0.8888888888888888
137,2,0,8,10,1.0,0.4444444444444444
138,2,0,15,3,1.0,0.8333333333333334
139,3,0,12,5,1.0,0.7058823529411765
140,1,0,17,2,1.0,0.8947368421052632
141,2,0,11,7,1.0,0.6111111111111112
142,4,0,10,6,1.0,0.625
143,3,0,12,5,1.0,0.7058823529411765
144,2,0,13,5,1.0,0.7222222222222222
145,3,0,14,3,1.0,0.8235294117647058
146,2,0,11,7,1.0,0.6111111111111112
147,4,0,12,4,1.0,0.75
148,2,0,14,4,1.0,0.7777777777777778
149,1,0,14,5,1.0,0.7368421052631579
150,2,0,15,3,1.0,0.8333333333333334
151,4,0,10,6,1.0,0.625
152,2,0,15,3,1.0,0.8333333333333334
153,5,0,8,7,1.0,0.5333333333333333
154,2,0,16,2,1.0,0.8888888888888888
155,2,0,9,9,1.0,0.5
156,2,0,15,3,1.0,0.8333333333333334
157,2,0,14,4,1.0,0.7777777777777778
158,2,0,13,5,1.0,0.7222222222222222
159,2,0,13,5,1.0,0.7222222222222222
160,3,0,15,2,1.0,0.8823529411764706
161,4,0,10,6,1.0,0.625
162,2,0,14,4,1.0,0.7777777777777778
163,1,0,15,4,1.0,0.7894736842105263
164,5,0,14,1,1.0,0.9333333333333333
165,2,0,7,11,1.0,0.3888888888888889
166,2,0,14,4,1.0,0.7777777777777778
167,1,0,16,3,1.0,0.8421052631578947
168,2,0,17,1,1.0,0.9444444444444444
169,2,0,6,12,1.0,0.3333333333333333
170,3,0,14,3,1.0,0.8235294117647058
171,0,0,16,4,nan,0.8
172,0,0,17,3,nan,0.85
173,0,0,18,2,nan,0.9
174,0,0,13,7,nan,0.65
175,0,0,18,2,nan,0.9
176,0,0,11,9,nan,0.55
177,0,0,17,3,nan,0.85
178,0,0,17,3,nan,0.85
179,0,0,16,4,nan,0.8
180,0,0,19,1,nan,0.95
181,0,0,13,7,nan,0.65
182,0,0,17,3,nan,0.85
183,0,0,17,3,nan,0.85
184,0,0,18,2,nan,0.9
185,0,0,16,4,nan,0.8
186,0,0,18,2,nan,0.9
187,0,0,11,9,nan,0.55
188,0,0,18,2,nan,0.9
189,0,0,14,6,nan,0.7
190,0,0,17,3,nan,0.85
191,0,0,15,5,nan,0.75
