round,TP,FN,FP,TN,TPR_round,FPR_round
1,0,0,0,20,nan,0.0
2,0,0,0,20,nan,0.0
3,0,0,0,20,nan,0.0
4,0,0,1,19,nan,0.05
5,0,0,1,19,nan,0.05
6,0,0,2,18,nan,0.1
7,0,0,2,18,nan,0.1
8,0,0,6,14,nan,0.3
9,0,0,5,15,nan,0.25
10,0,0,10,10,nan,0.5
11,0,0,15,5,nan,0.75
12,0,0,15,5,nan,0.75
13,0,0,12,8,nan,0.6
14,0,0,14,6,nan,0.7
15,0,0,15,5,nan,0.75
16,0,0,15,5,nan,0.75
17,0,0,19,1,nan,0.95
18,0,0,9,11,nan,0.45
19,0,0,18,2,nan,0.9
20,0,0,17,3,nan,0.85
21,0,0,16,4,nan,0.8
22,0,0,18,2,nan,0.9
23,0,0,16,4,nan,0.8
24,0,0,16,4,nan,0.8
25,0,0,0,20,nan,0.0
26,0,0,3,17,nan,0.15
27,0,0,2,18,nan,0.1
28,0,0,0,20,nan,0.0
29,0,0,5,15,nan,0.25
30,0,0,2,18,nan,0.1
31,0,0,4,16,nan,0.2
32,0,0,3,17,nan,0.15
33,0,0,5,15,nan,0.25
34,0,0,9,11,nan,0.45
35,0,0,2,18,nan,0.1
36,0,0,6,14,nan,0.3
37,0,0,9,11,nan,0.45
38,0,0,11,9,nan,0.55
39,0,0,5,15,nan,0.25
40,0,0,7,13,nan,0.35
41,0,0,8,12,nan,0.4
42,0,0,10,10,nan,0.5
43,0,0,8,12,nan,0.4
44,0,0,7,13,nan,0.35
45,0,0,7,13,nan,0.35
46,0,0,11,9,nan,0.55
47,0,0,3,17,nan,0.15
48,0,0,14,6,nan,0.7
49,0,0,12,8,nan,0.6
50,0,0,10,10,nan,0.5
51,0,0,7,13,nan,0.35
52,0,0,7,13,nan,0.35
53,0,0,8,12,nan,0.4
54,0,0,12,8,nan,0.6
55,0,0,11,9,nan,0.55
56,0,0,11,9,nan,0.55
57,0,0,7,13,nan,0.35
58,0,0,12,8,nan,0.6
59,0,0,10,10,nan,0.5
60,0,0,9,11,nan,0.45
61,0,0,11,9,nan,0.55
62,0,0,13,7,nan,0.65
63,0,0,9,11,nan,0.45
64,0,0,14,6,nan,0.7
65,0,0,10,10,nan,0.5
66,0,0,15,5,nan,0.75
67,0,0,9,11,nan,0.45
68,0,0,13,7,nan,0.65
69,0,0,14,6,nan,0.7
70,0,0,10,10,nan,0.5
71,0,0,12,8,nan,0.6
72,0,0,13,7,nan,0.65
73,0,0,11,9,nan,0.55
74,0,0,10,10,nan,0.5
75,0,0,13,7,nan,0.65
76,0,0,10,10,nan,0.5
77,0,0,13,7,nan,0.65
78,0,0,10,10,nan,0.5
79,0,0,9,11,nan,0.45
80,0,0,13,7,nan,0.65
81,0,0,15,5,nan,0.75
82,0,0,12,8,nan,0.6
83,0,0,11,9,nan,0.55
84,0,0,13,7,nan,0.65
85,0,0,15,5,nan,0.75
86,0,0,14,6,nan,0.7
87,0,0,8,12,nan,0.4
88,0,0,15,5,nan,0.75
89,0,0,14,6,nan,0.7
90,0,0,15,5,nan,0.75
91,0,0,15,5,nan,0.75
92,0,0,12,8,nan,0.6
93,0,0,11,9,nan,0.55
94,0,0,11,9,nan,0.55
95,0,0,16,4,nan,0.8
96,0,0,12,8,nan,0.6
97,0,0,15,5,nan,0.75
98,0,0,14,6,nan,0.7
99,0,0,13,7,nan,0.65
100,0,0,16,4,nan,0.8
101,0,0,14,6,nan,0.7
102,0,0,11,9,nan,0.55
103,0,0,13,7,nan,0.65
104,0,0,12,8,nan,0.6
105,0,0,13,7,nan,0.65
106,0,0,14,6,nan,0.7
107,0,0,16,4,nan,0.8
108,0,0,16,4,nan,0.8
109,0,0,15,5,nan,0.75
110,0,0,13,7,nan,0.65
111,0,0,15,5,nan,0.75
112,0,0,16,4,nan,0.8
113,0,0,12,8,nan,0.6
114,0,0,17,3,nan,0.85
115,0,0,11,9,nan,0.55
116,0,0,17,3,nan,0.85
117,0,0,12,8,nan,0.6
118,0,0,15,5,nan,0.75
119,0,0,15,5,nan,0.75
120,1,1,11,7,0.5,0.6111111111111112
121,1,0,16,3,1.0,0.8421052631578947
122,5,0,13,2,1.0,0.8666666666666667
123,3,0,10,7,1.0,0.5882352941176471
124,2,0,16,2,1.0,0.8888888888888888
125,1,0,10,9,1.0,0.5263157894736842
126,3,0,13,4,1.0,0.7647058823529411
127,2,0,16,2,1.0,0.8888888888888888
128,0,0,11,9,nan,0.55
129,1,0,16,3,1.0,0.8421052631578947
130,4,0,12,4,1.0,0.75
131,1,0,13,6,1.0,0.6842105263157895
132,2,0,14,4,1.0,0.7777777777777778
133,3,0,12,5,1.0,0.7058823529411765
134,3,0,11,6,1.0,0.6470588235294118
135,1,0,16,3,1.0,0.8421052631578947
136,2,0,12,6,1.0,0.6666666666666666
137,2,0,12,6,1.0,0.6666666666666666
138,2,0,15,3,1.0,0.8333333333333334
139,3,0,12,5,1.0,0.7058823529411765
140,1,0,18,1,1.0,0.9473684210526315
141,2,0,8,10,1.0,0.4444444444444444
142,3,0,11,6,1.0,0.6470588235294118
143,2,0,16,2,1.0,0.8888888888888888
144,2,0,13,5,1.0,0.7222222222222222
145,3,0,10,7,1.0,0.5882352941176471
146,1,0,17,2,1.0,0.8947368421052632
147,4,0,8,8,1.0,0.5
148,1,0,16,3,1.0,0.8421052631578947
149,0,0,12,8,nan,0.6
150,2,0,12,6,1.0,0.6666666666666666
151,3,0,14,3,1.0,0.8235294117647058
152,1,0,12,7,1.0,0.631578947368421
153,4,0,14,2,1.0,0.875
154,2,0,16,2,1.0,0.8888888888888888
155,2,0,14,4,1.0,0.7777777777777778
156,1,0,18,1,1.0,0.9473684210526315
157,2,0,11,7,1.0,0.6111111111111112
158,2,0,14,4,1.0,0.7777777777777778
159,2,0,14,4,1.0,0.7777777777777778
160,3,0,11,6,1.0,0.6470588235294118
161,3,0,14,3,1.0,0.8235294117647058
162,2,0,12,6,1.0,0.6666666666666666
163,1,0,15,4,1.0,0.7894736842105263
164,4,0,11,5,1.0,0.6875
165,2,0,15,3,1.0,0.8333333333333334
166,1,0,13,6,1.0,0.6842105263157895
167,0,0,17,3,nan,0.85
168,2,0,16,2,1.0,0.8888888888888888
169,1,0,16,3,1.0,0.8421052631578947
170,3,0,14,3,1.0,0.8235294117647058
171,0,0,13,7,nan,0.65
172,0,0,15,5,nan,0.75
173,0,0,18,2,nan,0.9
174,0,0,17,3,nan,0.85
175,0,0,18,2,nan,0.9
176,0,0,13,7,nan,0.65
177,0,0,17,3,nan,0.85
178,0,0,18,2,nan,0.9
179,0,0,18,2,nan,0.9
180,0,0,17,3,nan,0.85
181,0,0,16,4,nan,0.8
182,0,0,15,5,nan,0.75
183,0,0,18,2,nan,0.9
184,0,0,17,3,nan,0.85
185,0,0,15,5,nan,0.75
186,0,0,17,3,nan,0.85
187,0,0,14,6,nan,0.7
188,0,0,0,20,nan,0.0
189,0,0,3,17,nan,0.15
190,0,0,4,16,nan,0.2
